1599297501;741;28.20;30.53;742.81
1599297511;741;28.23;30.52;742.84
1599297521;742;28.21;30.50;742.86
1599297531;743;28.21;30.47;742.84
1599297541;745;28.21;30.54;742.85
1599297551;745;28.22;30.62;742.89
1599297561;744;28.22;30.75;742.87
1599297571;743;28.17;30.81;742.82
1599297581;743;28.17;30.83;742.79
1599297592;744;28.18;30.81;742.78
1599297602;744;28.17;30.89;742.86
1599297612;744;28.17;30.85;742.83
1599297622;743;28.19;30.78;742.82
1599297632;743;28.12;30.85;742.82
1599297642;741;28.13;30.83;742.81
1599297652;741;28.19;30.76;742.76
1599297662;740;28.18;30.79;742.76
1599297672;738;28.21;30.87;742.77
1599297682;738;28.21;31.12;742.81
1599297692;739;28.25;31.06;742.87
1599297702;741;28.33;30.84;742.86
1599297712;741;28.33;30.83;742.80
1599297722;742;28.34;30.82;742.86
1599297732;741;28.32;30.83;742.77
1599297742;739;28.35;30.63;742.79
1599297752;736;28.35;30.51;742.81
1599297762;735;28.29;30.68;742.75
1599297772;735;28.34;30.59;742.77
1599297782;735;28.32;30.63;742.77
1599297793;735;28.34;30.58;742.78
1599297803;735;28.41;30.39;742.79
1599297813;736;28.38;30.36;742.71
1599297823;738;28.37;30.37;742.76
1599297833;740;28.32;30.40;742.77
1599297843;741;28.23;30.41;742.79
1599297853;744;28.21;30.50;742.77
1599297863;747;28.24;30.52;742.78
1599297873;749;28.23;30.43;742.75
1599297883;751;28.21;30.44;742.76
1599297893;751;28.21;30.47;742.70
1599297903;751;28.18;30.74;742.78
1599297913;752;28.13;30.57;742.72
1599297923;753;28.13;30.70;742.77
1599297933;752;28.13;30.82;742.76
1599297943;751;28.17;30.82;742.83
1599297953;751;28.18;30.74;742.78
1599297963;751;28.20;30.69;742.71
1599297973;751;28.21;30.68;742.77
1599297984;750;28.20;30.63;742.77
1599297994;749;28.17;30.65;742.77
1599298004;750;28.18;30.68;742.72
1599298014;750;28.17;30.68;742.75
1599298024;749;28.19;30.61;742.71
1599298034;748;28.19;30.74;742.72
1599298044;748;28.22;30.68;742.73
1599298054;749;28.20;30.69;742.73
1599298064;749;28.18;30.87;742.81
1599298074;750;28.23;30.76;742.81
1599298084;749;28.22;30.55;742.82
1599298094;749;28.23;30.63;742.76
1599298104;749;28.21;30.56;742.81
1599298114;748;28.18;30.64;742.83
1599298124;748;28.19;30.62;742.80
1599298134;747;28.22;30.57;742.77
